item_id,name,discount_price,percentage_discount,regular_price,date_added,url
702160,zegarek Casio MTP-VD01BL-5BVUDF,113.05,NA,NA,2023-07-26,https://www.pepper.pl/promocje/zegarek-casio-mtp-vd01bl-5bvudf-702160
702159,Taśma bokserka Everlast 450 cm za 25zł @ Amazon.pl,NA,-77.0,110.0,2023-07-26,https://www.pepper.pl/promocje/tasma-bokserka-everlast-450-cm-za-25zl-at-amazonpl-702159
702158,"40+ Za Darmo Kindle eBooks: Automated Machine Learning, David Copperfield, Housewife Assassin, Japanese, Quesadilla, Pasta, Egyptian & More",NA,NA,0.01,2023-07-26,https://www.pepper.pl/promocje/40-za-darmo-kindle-ebooks-automated-machine-learning-david-copperfield-housewife-assassin-japanese-quesadilla-pasta-egyptian-more-702158
701848,Banany kg @Lidl,2.79,-60.0,6.99,2023-07-26,https://www.pepper.pl/promocje/banany-kg-at-lidl-701848
702156,Ostrza Philips One Blade 3x za 109 zl z przesyłka AMAZON,109.0,-31.0,159.0,2023-07-26,https://www.pepper.pl/promocje/ostrza-philips-one-blade-3x-za-109-zl-z-przesylka-amazon-702156
702154,Hamulce MTB Sram CODE R,640.0,-42.0,1100.0,2023-07-26,https://www.pepper.pl/promocje/hamulce-mtb-sram-code-r-702154
702153,Frytkownica beztłuszczowa Ninja AF160EU,499.0,-34.0,755.0,2023-07-26,https://www.pepper.pl/promocje/frytkownica-beztluszczowa-ninja-af160eu-702153
702152,Koszula Wrangler 27mw Loud Craft W5MSLW87A - 50% w sklepie fashionjeans.pl,199.0,-50.0,399.0,2023-07-26,https://www.pepper.pl/promocje/koszula-wrangler-27mw-loud-craft-w5mslw87a-50-w-sklepie-fashionjeanspl-702152
702150,ebook W sidłach nawyku - Russell A. Poldrack,14.9,-48.0,28.44,2023-07-26,https://www.pepper.pl/promocje/ebook-w-sidlach-nawyku-russell-a-poldrack-702150
702118,OBD GPS Tracker do samochodu,83.53,-80.0,417.59,2023-07-26,https://www.pepper.pl/promocje/obd-gps-tracker-702118
702151,Tabletki do zmywarek FINISH Power Essential Lemon - 224 szt.,83.98,-6.0,89.0,2023-07-26,https://www.pepper.pl/promocje/tabletki-do-zmywarek-finish-power-essential-lemon-224-szt-702151
702149,Biurko ULTRADESK LEVEL V2 - kolejny raz mocna obniżka | EURO RTV,699.0,-18.0,849.0,2023-07-26,https://www.pepper.pl/promocje/biurko-ultradesk-level-v2-kolejny-raz-mocna-obnizka-euro-rtv-702149
702147,Kurtka Tommy Jeans,279.0,-72.0,1000.0,2023-07-26,https://www.pepper.pl/promocje/kurtka-tommy-jeans-702147
702148,VPN - HideMyAss - 3 letnia subskrypcja za ~55 zł - oferta tylko do końca dnia!,NA,NA,NA,2023-07-26,https://www.pepper.pl/promocje/vpn-hidemyass-3-letnia-subskrypcja-za-55-zl-oferta-tylko-do-konca-dnia-702148
