"item_id","name","discount_price","percentage_discount","regular_price","date_added","url"
"693406","ŚWIEŻO PALONA KAWA ZIARNISTA BRAZYLIA SANTOS 1KG","49.8","-9.0","54.99","03-07-2023","https://www.pepper.pl/promocje/swiezo-palona-kawa-ziarnista-brazylia-santos-1kg-693406"
"693405","Tani hamak Neo tools Tylko w aplikacji","NA","-23.0","59.95","03-07-2023","https://www.pepper.pl/promocje/tani-hamak-neo-tools-tylko-w-aplikacji-693405"
"693404","Dysk SSD Samsung 970 EVO Plus 500GB M.2 2280 PCI-E x4 Gen3 NVMe (MZ-V7S500BW)","NA","NA","NA","03-07-2023","https://www.pepper.pl/promocje/dysk-ssd-samsung-970-evo-plus-500gb-m2-2280-pci-e-x4-gen3-nvme-mz-v7s500bw-693404"
"693402","50% rabatu na oczyszczacz przy zakupie Klimatyzatora Warmtec","NA","NA","NA","03-07-2023","https://www.pepper.pl/kupony/50-rabatu-na-oczyszczacz-przy-zakupie-klimatyzatora-warmtec-693402"
"693401","Rower górski XC Specialized Chisel Comp 2022 (możliwe raty RRSO 0%)","7990.0","-9.0","8800.0","03-07-2023","https://www.pepper.pl/promocje/rower-gorski-xc-specialized-chisel-comp-2022-mozliwe-raty-rrso-0-693401"
"693400","Ekspres do kawy Melitta Solo E950, 15 Bar | Amazon | 237,15","1052.44","-30.0","1499.0","03-07-2023","https://www.pepper.pl/promocje/ekspres-do-kawy-melitta-solo-e950-15-bar-amazon-23715-693400"
"693399","Organizery do walizki 6 szt. różne kolory @Amazon Prime","NA","-10.0","27.99","03-07-2023","https://www.pepper.pl/promocje/organizery-do-walizki-6-szt-rozne-kolory-at-amazon-prime-693399"
"693398","Benzyna Pb95 6,09zł/L Hawa Ługi Ujskie obok Piły","6.09","NA","NA","03-07-2023","https://www.pepper.pl/promocje/benzyna-pb95-609zll-hawa-lugi-ujskie-obok-pily-693398"
"693396","Osprey zbiornik bukłak/hydrauliczny 3L","156.56","-32.0","230.0","03-07-2023","https://www.pepper.pl/promocje/osprey-zbiornik-buklakhydrauliczny-3l-693396"
"693394","Festiwal Mleka w Sieradzu! After Party, Roksana Węgiel oraz ZAKOPOWER - 9 lipca - darmo","NA","NA","NA","03-07-2023","https://www.pepper.pl/promocje/festiwal-mleka-w-sieradzu-after-party-roksana-wegiel-oraz-zakopower-9-lipca-693394"
"693391","Magnet Balls: Physics Puzzle za darmo @ Google Play","NA","NA","0.01","03-07-2023","https://www.pepper.pl/promocje/magnet-balls-physics-puzzle-za-darmo-at-google-play-693391"
"693387","Dominos 2za1 w aplikacji","NA","NA","NA","03-07-2023","https://www.pepper.pl/kupony/dominos-2za1-693387"
"693390","Stringi / majtki damskie","5.99","NA","NA","03-07-2023","https://www.pepper.pl/promocje/stringi-majtki-damskie-693390"
"693386","RAD EU Steam CD Key","2.53","NA","NA","03-07-2023","https://www.pepper.pl/promocje/rad-eu-steam-cd-key-693386"
"693380","Smartfon Samsung Galaxy S23 (S911) 8/128GB","NA","NA","NA","03-07-2023","https://www.pepper.pl/promocje/samsung-galaxy-s23-8128-czarny-693380"
"693382","Drugi produkt z kategorii Ogród za 1zł w Lidl stacjonarnie","NA","NA","NA","02-07-2023","https://www.pepper.pl/kupony/drugi-produkt-z-kategorii-ogrod-za-1zl-w-lidl-stacjonarnie-693382"
"693381","-23% na narzędzia warsztatowe Parkside w każdą sobotę lipca w Lidl stacjonarnie (15.07 wiertarkowkrętarka akumulatorowa Performance 12v)","268.73","-23.0","349.0","03-07-2023","https://www.pepper.pl/promocje/23-na-narzedzia-parkside-w-kazda-sobote-lipca-sobote-w-lidl-stacjonarnie-1507-wkretarka-performance-12v-693381"
